chapterId,title,moduleId,effectiveOrder,sourceKind,sourcePath,prerequisiteChapterIds,conceptIds,wordCount,exercises,quizzes,projects,resources,declaredAuditStatus,depthReviewed,resourcesAuditedForRelevance,dependenciesValidated,status,flags
"security-oidc","OAuth 2.0, OpenID Connect e Resource Server seguros","api-security-quality","91","legacy-html-generated-metadata","platform/public/content/chapters/security-oidc.html","spring-security|http","quem-e-quem-no-fluxo-de-identidade|authorization-code-com-pkce|protecoes-do-navegador-usadas-no-exemplo|quatro-mecanismos-que-nao-sao-equivalentes|cookies-e-tokens-mudam-o-risco|ameacas-que-o-capitulo-basico-nao-cobre-sozinho","971","1","1","0","2","approved","false","true","true","aprovado",""
"https","HTTPS & certificados","api-security-quality","92","legacy-html-generated-metadata","platform/public/content/chapters/https.html","autenticacao-conceitos","como-funciona-em-conceito|o-handshake-como-cliente-e-servidor-combinam-uma-chave-sem-nunca-envia-l|cadeia-de-confianca-por-que-seu-navegador-confia-num-certificado-que-nun|self-signed-vs-certificado-de-ca-real|hsts-fechando-a-porta-do-primeiro-acesso-em-http-puro|onde-o-tls-termina-load-balancer-proxy-vs-aplicacao|onde-https-se-conecta-com-o-resto-do-que-voce-ja-aprendeu","1788","2","1","0","2","approved","false","true","true","aprovado",""
"mini-auth-rbac","Mini-projeto: autenticação e autorização por papéis","api-security-quality","93","legacy-html-generated-metadata","platform/public/content/chapters/mini-auth-rbac.html","spring-security|security-oidc|https","cenarios-de-ataque-e-defesa|checkpoint-antes-de-concluir|execucao-guiada-e-evidencias","587","0","2","1","2","approved","false","true","true","aprovado",""
"docker-conceitos","Docker — conceitos & instalação","containers-integration-data","97","legacy-html-generated-metadata","platform/public/content/chapters/docker-conceitos.html","git|build","imagem-vs-container-a-distincao-fundamental|volumes-persistindo-dados-de-verdade","750","1","1","0","2","approved","false","true","true","aprovado",""
"dockerfile","Dockerfile & multi-stage build","containers-integration-data","98","legacy-html-generated-metadata","platform/public/content/chapters/dockerfile.html","docker-conceitos|build","multi-stage-build-a-solucao-real","680","1","1","0","2","approved","false","true","true","aprovado",""
"compose","Docker Compose — app + banco juntos","containers-integration-data","99","legacy-html-generated-metadata","platform/public/content/chapters/compose.html","dockerfile","docker-compose-app-banco-juntos","573","1","1","0","2","approved","false","true","true","aprovado",""
"testcontainers","Testcontainers & banco de teste isolado","containers-integration-data","100","legacy-html-generated-metadata","platform/public/content/chapters/testcontainers.html","testes|docker-conceitos|spring-jpa","como-funciona-um-banco-real-descartavel-por-execucao|por-que-nunca-testar-contra-o-banco-de-dev-ou-producao","721","1","1","0","2","approved","false","true","true","aprovado",""
"estrategia-testes","Estratégia de testes: slices, contratos, concorrência e qualidade","containers-integration-data","101","legacy-html-generated-metadata","platform/public/content/chapters/estrategia-testes.html","testcontainers|mockito|api-contract-evolution","da-unidade-a-jornada-completa|assincrono-contratos-e-mutacao","512","1","1","0","2","approved","false","true","true","aprovado",""
"nosql","NoSQL — conceitos & quando usar","containers-integration-data","102","legacy-html-generated-metadata","platform/public/content/chapters/nosql.html","sql|json","as-quatro-familias-principais|sql-vs-nosql-a-pergunta-certa-nao-e-qual-e-melhor","735","1","1","0","2","approved","false","true","true","aprovado",""
"mongodb","MongoDB na prática","containers-integration-data","103","legacy-html-generated-metadata","platform/public/content/chapters/mongodb.html","nosql|docker-conceitos","documentos-a-unidade-basica|embedding-vs-referencing-a-decisao-central-de-modelagem|consultas-mais-elaboradas","827","1","1","0","2","approved","false","true","true","aprovado",""
"redis","Redis — cache & estruturas em memória","containers-integration-data","104","legacy-html-generated-metadata","platform/public/content/chapters/redis.html","nosql|colecoes","as-estruturas-de-dados-do-redis-nao-e-so-chave-valor-simples|cache-aside-o-padrao-mais-comum-na-pratica","890","1","1","0","2","approved","false","true","true","aprovado",""
"nosql-operacional","MongoDB e Redis operacionais: índices, consistência, persistência e escala","containers-integration-data","105","legacy-html-generated-metadata","platform/public/content/chapters/nosql-operacional.html","mongodb|redis","do-modelo-a-operacao|mongodb-modelo-orientado-ao-acesso|redis-cache-nao-e-banco-descartavel-por-definicao|locks-e-coordenacao","725","1","1","0","2","approved","false","true","true","aprovado",""
"hospedagem-db","Onde hospedar o banco: dev, teste & produção","containers-integration-data","106","legacy-html-generated-metadata","platform/public/content/chapters/hospedagem-db.html","postgres|compose|testcontainers|nosql-operacional","banco-gerenciado-por-que-nao-simplesmente-rodar-postgres-em-um-servidor-","767","1","1","0","2","approved","false","true","true","aprovado",""
"resilience","Resiliência com Resilience4j: Circuit Breaker, Retry, Bulkhead e Rate Limiter","resilience-observability","125","legacy-html-generated-metadata","platform/public/content/chapters/resilience.html","coupled-services-lab|webclient|anotacoes","os-tres-estados-do-circuito|configuracao-real-parametros-que-decidem-o-comportamento-nao-so-ativar|retry-como-padrao-proprio-nao-e-tentar-de-novo-ingenuo|bulkhead-isolando-o-dano-de-uma-dependencia-lenta|rate-limiter-protegendo-o-outro-lado-e-sua-propria-cota-de-voce-mesmo|classificacao-de-falha-nem-toda-excecao-deveria-contar-contra-o-circuito|composicao-na-pratica|observabilidade-veja-o-estado-do-circuito-nao-adivinhe|testando-resiliencia-forcando-o-circuito-a-abrir-sem-esperar-falhas-reai","1830","2","1","0","2","approved","false","true","true","aprovado",""
"webclient","WebClient, RestClient & RestTemplate — consumindo APIs externas","synchronous-integration","121","legacy-html-generated-metadata","platform/public/content/chapters/webclient.html","http|java-httpclient-json|unreliable-api-client|spring-mvc","webclient-cliente-nao-bloqueante-e-reativo|resttemplate-o-cliente-classico-ainda-comum-em-codigo-legado|restclient-a-opcao-moderna-para-mvc-sincrono-na-pratica|request-factories-e-connection-pooling-quem-realmente-abre-a-conexao-tcp|interceptors-injetando-comportamento-transversal-em-toda-chamada|status-handling-decidir-o-que-4xx-5xx-significam-para-o-seu-dominio|testando-sem-depender-do-servico-externo-real","1494","2","1","0","2","approved","false","true","true","aprovado",""
"spring-aop","Spring AOP — formalizando o dynamic proxy","resilience-observability","126","legacy-html-generated-metadata","platform/public/content/chapters/spring-aop.html","anotacoes|spring-security|resilience|jpa-transacoes","os-tipos-de-advice|uma-anotacao-customizada-como-o-seu-logexecucao-do-capitulo-20-agora-fun|jdk-dynamic-proxy-vs-cglib-como-o-spring-decide-o-mecanismo|weaving-por-que-o-proxy-so-intercepta-chamadas-vindas-de-fora","1257","1","1","0","2","approved","false","true","true","aprovado",""
"spring-cache","Spring Cache Abstraction","resilience-observability","127","legacy-html-generated-metadata","platform/public/content/chapters/spring-cache.html","redis|spring-aop|nosql-operacional","key-generation-como-o-spring-decide-a-chave-do-cache|cache-stampede-quando-a-expiracao-vira-um-problema-de-escala|ttl-o-cache-nao-deveria-durar-para-sempre","953","1","1","0","2","approved","false","true","true","aprovado",""
"actuator","Spring Boot Actuator & health checks","resilience-observability","128","legacy-html-generated-metadata","platform/public/content/chapters/actuator.html","spring-boot-fundamentos|compose|hardening-producao","outros-endpoints-uteis|exposicao-so-o-que-voce-decide-nunca-tudo-por-padrao|healthindicator-customizado-seu-proprio-criterio-de-saudavel|micrometer-o-mecanismo-real-por-tras-de-actuator-metrics|readiness-e-liveness-dois-sinais-diferentes-uma-confusao-comum","950","1","1","0","2","approved","false","true","true","aprovado",""
"observabilidade-pratica","Observabilidade com logs, métricas, traces e SLOs","resilience-observability","129","legacy-html-generated-metadata","platform/public/content/chapters/observabilidade-pratica.html","actuator|logging|resilience|coupled-services-lab","os-tres-sinais-antes-das-ferramentas|logs-estruturados|metricas-e-cardinalidade|sli-slo-e-alertas|readiness-e-liveness","673","1","1","0","2","approved","false","true","true","aprovado",""
"secrets","Variáveis de ambiente & secrets em produção","production-delivery","113","legacy-html-generated-metadata","platform/public/content/chapters/secrets.html","logging|git|spring-security|unreliable-api-client","o-arquivo-env-nunca-vai-para-o-git|como-cada-provedor-gerencia-secrets-em-producao|build-time-vs-runtime-secrets-uma-distincao-que-confunde-muita-gente","744","1","1","0","2","approved","false","true","true","aprovado",""
"cicd","CI/CD com GitHub Actions","production-delivery","114","legacy-html-generated-metadata","platform/public/content/chapters/cicd.html","git|testcontainers|dockerfile|estrategia-testes","um-pipeline-basico|adicionando-build-e-push-da-imagem-docker|o-ciclo-completo-da-branch-ao-deploy","769","1","1","0","2","approved","false","true","true","aprovado",""
"praticas-producao","Práticas de produção: parity, backup, feature flags & versionamento","production-delivery","115","legacy-html-generated-metadata","platform/public/content/chapters/praticas-producao.html","hospedagem-db|http|cicd|compose","praticas-de-producao-parity-backup-feature-flags-versionamento","828","1","1","0","2","approved","false","true","true","aprovado",""
"hardening-producao","Hardening, entrega segura e recuperação operacional","production-delivery","116","legacy-html-generated-metadata","platform/public/content/chapters/hardening-producao.html","dockerfile|cicd|praticas-producao|logging","da-imagem-ao-servico-recuperavel|imagem-minima-e-processo-correto|deploy-e-rollback|backup-nao-e-recuperacao","588","1","1","0","2","approved","false","true","true","aprovado",""
"deploy-backend","Deploy do back-end em produção","production-delivery","117","legacy-html-generated-metadata","platform/public/content/chapters/deploy-backend.html","dockerfile|secrets|hospedagem-db|cicd|hardening-producao","deploy-via-railway-paas-o-caminho-mais-direto|deploy-via-vps-com-docker-compose|configurando-o-dominio-e-https","805","1","1","0","2","approved","false","true","true","aprovado",""
"spring-profiles","Spring Profiles avançado","production-delivery","118","legacy-html-generated-metadata","platform/public/content/chapters/spring-profiles.html","logging|praticas-producao|spring-boot-fundamentos|secrets","beans-condicionais-por-profile","568","1","1","0","2","approved","false","true","true","aprovado",""
"mini-deploy-observavel","Mini-projeto: deploy reproduzível e observável","production-delivery","119","legacy-html-generated-metadata","platform/public/content/chapters/mini-deploy-observavel.html","deploy-backend|spring-profiles|hardening-producao","definition-of-done|experimento-de-falha|checkpoint-antes-de-concluir|execucao-guiada-e-evidencias","591","0","2","1","2","approved","false","true","true","aprovado",""
"threads","Threads & concorrência","concurrency-network-tui","107","legacy-html-generated-metadata","platform/public/content/chapters/threads.html","streams","criando-threads-duas-formas|o-problema-race-condition|synchronized-exclusao-mutua|a-alternativa-moderna-java-util-concurrent","1028","2","1","0","2","approved","false","true","true","aprovado",""
"mensageria","Mensageria — conceitos","messaging-eda","130","legacy-html-generated-metadata","platform/public/content/chapters/mensageria.html","coupled-services-lab|http|json","por-que-nao-simplesmente-chamar-a-outra-api-direto|fila-queue-vs-publish-subscribe-pub-sub|garantias-de-entrega-o-que-pode-dar-errado|idempotencia-a-habilidade-que-salva-sistemas-de-mensageria","967","1","1","0","2","approved","false","true","true","aprovado",""
"kafka","Kafka na prática","messaging-eda","137","legacy-html-generated-metadata","platform/public/content/chapters/kafka.html","messaging-model|compose","topicos-e-particoes-o-vocabulario-do-kafka|producer-e-consumer-em-java-puro|consumer-groups-como-kafka-escala-consumidores","909","1","1","0","2","approved","false","true","true","aprovado",""
"spring-kafka","Spring Kafka — integração","messaging-eda","138","legacy-html-generated-metadata","platform/public/content/chapters/spring-kafka.html","kafka|di|json","produzindo-eventos-kafkatemplate-serializer-real-nao-concatenacao-de-str|consumindo-eventos-kafkalistener-o-listener-container-e-concorrencia|commit-de-offset-e-modos-de-acknowledgment|erros-no-consumer-defaulterrorhandler-retry-e-dead-letter-topic|testando-com-testcontainers","1354","1","1","0","2","approved","false","true","true","aprovado",""
"kafka-confiavel","Kafka confiável: schemas, retries, DLT, outbox e exactly-once","messaging-eda","139","legacy-html-generated-metadata","platform/public/content/chapters/kafka-confiavel.html","spring-kafka|jpa-transacoes","o-caminho-minimo-de-uma-mensagem|schema-e-evolucao|retry-e-dead-letter-topic|idempotent-consumer|transactional-outbox|exactly-once-limite-da-garantia","628","1","1","0","2","approved","false","true","true","aprovado",""
"pilares-profundo","Os 4 Pilares da POO — Aprofundamento Unificado","oop-modeling","22","legacy-html-generated-metadata","platform/public/content/chapters/pilares-profundo.html","interfaces","pilar-1-encapsulamento-a-fronteira-entre-o-que-e-seu-e-o-que-e-do-mundo|pilar-2-heranca-reaproveitamento-por-especializacao-com-um-custo-de-acop|pilar-3-polimorfismo-a-mesma-mensagem-respostas-diferentes-decididas-em-|pilar-4-abstracao-modelando-so-o-que-importa-para-o-problema-em-questao|como-os-quatro-pilares-se-sustentam-mutuamente","1598","1","1","0","2","approved","false","true","true","aprovado",""
"di-ioc-profundo","Injeção de Dependência, IoC & Ciclo de Vida de Beans — Aprofundamento","application-design","71","legacy-html-generated-metadata","platform/public/content/chapters/di-ioc-profundo.html","di|anotacoes|projetospring","inversao-de-controle-ioc-nao-e-a-mesma-coisa-que-injecao-de-dependencia-|o-ciclo-de-vida-completo-de-um-bean-cada-etapa-em-ordem-exata|beanfactory-vs-applicationcontext-a-fundacao-por-tras-do-container|dependencias-circulares-quando-o-grafo-nao-tem-ordem-valida","1618","1","1","0","2","approved","false","true","true","aprovado",""
"jvm-profundo","JVM, Bytecode e Gerenciamento de Memória — Aprofundamento","java-core","32","legacy-html-generated-metadata","platform/public/content/chapters/jvm-profundo.html","functional-semantics-lab","do-java-ao-processo-rodando-o-caminho-completo-passo-a-passo|interpretacao-vs-jit-por-que-java-esquenta-com-o-tempo|a-memoria-da-jvm-um-mapa-completo-nao-so-stack-e-heap|por-que-o-heap-e-dividido-em-geracoes|o-garbage-collector-como-a-jvm-decide-o-que-e-lixo|modelo-de-marcacao-e-recuperacao|escape-analysis-quando-uma-alocacao-pode-desaparecer","2253","2","1","0","2","approved","false","true","true","aprovado",""
"debugging","Técnicas de Debugging na Prática","testing-engineering","47","legacy-html-generated-metadata","platform/public/content/chapters/debugging.html","build","breakpoints-pausando-a-execucao-exatamente-onde-voce-precisa|conditional-breakpoints-pausando-so-quando-uma-condicao-especifica-e-ver|field-watchpoints-pausando-quando-um-campo-muda-de-valor-nao-uma-linha-e|navegando-a-execucao-pausada-step-over-step-into-step-out|inspecionando-memoria-variables-watches-e-evaluate-expression","1519","1","1","0","2","approved","false","true","true","aprovado",""
"concorrencia-profunda","Concorrência, Threads, Race Conditions & Assíncrono — Aprofundamento","concurrency-network-tui","108","legacy-html-generated-metadata","platform/public/content/chapters/concorrencia-profunda.html","threads|jvm-profundo","por-que-valor-nao-e-atomico-visualizacao-em-nivel-de-instrucao|visibilidade-de-memoria-um-problema-diferente-de-race-condition|deadlock-quando-duas-threads-travam-esperando-uma-pela-outra-para-sempre|livelock-e-starvation-os-primos-menos-famosos-do-deadlock|programacao-assincrona-completablefuture","1519","1","1","0","2","approved","false","true","true","aprovado",""
"arquitetura-software","Arquitetura de Software","application-design","72","legacy-html-generated-metadata","platform/public/content/chapters/arquitetura-software.html","clean-code|projetospring|mini-financas-jdbc|pure-java-api-project","monolito-vs-microsservicos-a-decisao-mais-debatida-da-engenharia-moderna|arquitetura-em-camadas-a-que-voce-ja-construiu|arquitetura-hexagonal-ports-adapters-indo-um-passo-alem","972","1","1","0","2","approved","false","true","true","aprovado",""
"ddd","Domain-Driven Design (DDD)","application-design","73","legacy-html-generated-metadata","platform/public/content/chapters/ddd.html","arquitetura-software|encapsulamento|mini-financas-jdbc","ubiquitous-language-o-vocabulario-compartilhado|entity-vs-value-object-uma-distincao-que-vai-alem-da-entity-jpa|aggregate-a-fronteira-de-consistencia|bounded-context-onde-os-microsservicos-do-capitulo-anterior-encontram-dd","956","1","1","0","2","approved","false","true","true","aprovado",""
"ddd-estrategico","DDD estratégico, context mapping e integração entre domínios","synchronous-integration","122","legacy-html-generated-metadata","platform/public/content/chapters/ddd-estrategico.html","ddd|arquitetura-software|dto-mapping","primeiro-modelo-linguagem-e-fronteira|context-map|agregados-e-transacoes|servicos-fabricas-e-repositorios","551","1","1","0","2","approved","false","true","true","aprovado",""
"sistemas-distribuidos","Sistemas Distribuídos: CAP & trade-offs de arquitetura sênior","distributed-consistency","142","legacy-html-generated-metadata","platform/public/content/chapters/sistemas-distribuidos.html","arquitetura-software|mensageria|hospedagem-db|resilience","o-teorema-cap|consistencia-eventual-a-resposta-pratica-mais-comum|padrao-saga-transacoes-atraves-de-multiplos-servicos","1114","1","1","0","2","approved","false","true","true","aprovado",""
"consistencia-distribuida","Consistência distribuída: CAP correto, PACELC, tempo e resiliência","distributed-consistency","143","legacy-html-generated-metadata","platform/public/content/chapters/consistencia-distribuida.html","sistemas-distribuidos|resilience","base-para-falar-de-consistencia|pacelc-e-modelos-de-consistencia|tempo-falha-parcial-e-retries|protecoes-complementares","757","1","1","0","2","approved","false","true","true","aprovado",""
"event-driven-profundo","Arquitetura Event-Driven & Internals do Kafka — Aprofundamento","messaging-eda","140","legacy-html-generated-metadata","platform/public/content/chapters/event-driven-profundo.html","kafka|mensageria|arquitetura-software","event-driven-architecture-uma-mudanca-de-mentalidade-nao-so-de-tecnologi|anatomia-interna-de-um-topico-kafka|como-a-chave-da-mensagem-decide-a-particao|replicacao-como-kafka-sobrevive-a-queda-de-um-servidor|consumer-offset-como-kafka-lembra-ate-onde-voce-ja-leu","1629","1","1","0","2","approved","false","true","true","aprovado",""
"testes-integracao-avancados","Testes de Integração Avançados: @SpringBootTest, @DataJpaTest & Testcontainers com Kafka","messaging-eda","141","legacy-html-generated-metadata","platform/public/content/chapters/testes-integracao-avancados.html","testcontainers|mockito|spring-kafka","a-piramide-de-testes-do-spring-boot-do-mais-rapido-ao-mais-completo|datajpatest-com-testcontainers-testando-o-repository-de-verdade|testando-kafka-de-verdade-com-testcontainers","842","1","1","0","2","approved","false","true","true","aprovado",""
"mini-pedidos-eventos","Mini-projeto: pedidos orientados a eventos","distributed-consistency","146","legacy-html-generated-metadata","platform/public/content/chapters/mini-pedidos-eventos.html","saga-schema-ordering|async-integration-tests|event-driven-profundo","provas-exigidas|checkpoint-antes-de-concluir|execucao-guiada-e-evidencias","598","0","2","1","2","approved","false","true","true","aprovado",""
"estruturas-avancadas","Estruturas de Dados Avançadas","algorithms-data-structures","44","legacy-html-generated-metadata","platform/public/content/chapters/estruturas-avancadas.html","big-o|recursao|colecoes","pilha-stack-ultimo-a-entrar-primeiro-a-sair-lifo|fila-queue-primeiro-a-entrar-primeiro-a-sair-fifo|arvore-binaria-a-base-de-indices-de-banco-e-buscas-eficientes|grafo-modelando-relacionamentos-que-nao-sao-hierarquicos","1013","1","1","0","2","approved","false","true","true","aprovado",""
"code-review-adr","Code Review & Architecture Decision Records","professional-final","147","legacy-html-generated-metadata","platform/public/content/chapters/code-review-adr.html","git|clean-code|arquitetura-software","code-review-revisando-com-intencao-nao-so-procurando-erro|architecture-decision-records-adr-a-memoria-da-arquitetura","915","1","1","0","2","approved","false","true","true","aprovado",""
"agile","Metodologias Ágeis: Scrum & Kanban","professional-final","148","legacy-html-generated-metadata","platform/public/content/chapters/agile.html","git|projeto|code-review-adr","por-que-agil-existe-o-problema-do-waterfall|scrum-trabalho-em-ciclos-fixos-sprints|kanban-fluxo-continuo-sem-ciclos-fixos","800","1","1","0","2","approved","false","true","true","aprovado",""
"conectando-front-back","Conectando front-end e back-end","synchronous-integration","123","legacy-html-generated-metadata","platform/public/content/chapters/conectando-front-back.html","cors-rate-limit|json|http|frontend-aplicacao|auth-front-ts","testando-manualmente-antes-do-front-existir-postman-insomnia|fetch-requisicao-nativa-do-navegador|axios-a-alternativa-mais-usada-em-projetos-maiores","751","1","1","0","2","approved","false","true","true","aprovado",""
"auth-front-ts","Autenticação no front & pincelada de TypeScript","api-security-quality","94","legacy-html-generated-metadata","platform/public/content/chapters/auth-front-ts.html","mini-auth-rbac|autenticacao-conceitos","localstorage-vs-cookie-httponly|typescript-por-que-vale-a-pena-mesmo-sem-precisar","699","1","1","0","2","approved","false","true","true","aprovado",""
"frontend-aplicacao","Front-end aplicado: estado, formulários, acessibilidade e testes","api-security-quality","95","legacy-html-generated-metadata","platform/public/content/chapters/frontend-aplicacao.html","auth-front-ts|api-design-avancado","primeiro-contato-com-a-tela-reativa|camada-1-um-estado-local-simples|camada-2-estados-remotos-explicitos|formularios-e-acessibilidade|autenticacao-no-navegador|testes","706","1","1","0","2","approved","false","true","true","aprovado",""
"websockets","WebSockets — quando HTTP não basta","concurrency-network-tui","109","legacy-html-generated-metadata","platform/public/content/chapters/websockets.html","frontend-aplicacao|threads|spring-mvc","quando-usar-e-quando-nao-usar|spring-websocket-configuracao-basica","690","1","1","0","2","approved","false","true","true","aprovado",""
"deploy-frontend","Deploy do front-end & monorepo vs poli-repo","production-delivery","120","legacy-html-generated-metadata","platform/public/content/chapters/deploy-frontend.html","deploy-backend|git|cicd|auth-front-ts","vercel-netlify-feitos-sob-medida-para-isso|monorepo-vs-poli-repo-onde-colocar-tudo","640","1","1","0","2","approved","false","true","true","aprovado",""
"mapa-sistema","Glossário & mapa do sistema completo","professional-final","149","legacy-html-generated-metadata","platform/public/content/chapters/mapa-sistema.html","mini-pedidos-eventos|deploy-frontend|code-review-adr","o-caminho-de-uma-requisicao-ponta-a-ponta|glossario-de-termos-chave-tambem-disponivel-no-botao-flutuante","679","1","1","0","2","approved","false","true","true","aprovado",""
"projeto-integrador","Projeto final — sistema completo de ponta a ponta","professional-final","150","legacy-html-generated-metadata","platform/public/content/chapters/projeto-integrador.html","mapa-sistema|mini-pedidos-eventos|mini-deploy-observavel|code-review-adr","execucao-guiada-e-evidencias|arquitetura-de-referencia-verificavel","1001","0","1","1","2","approved","false","true","true","aprovado",""
"quiz","Quiz de revisão","professional-final","151","legacy-html-generated-metadata","platform/public/content/chapters/quiz.html","projeto-integrador|mapa-sistema","quiz-de-revisao","1466","1","21","0","2","approved","false","true","true","aprovado",""
"associacoes-cardinalidade","Associações, cardinalidade e invariantes entre objetos","oop-modeling","23","structured-typescript","platform/src/content/required-chapters.ts","pilares-profundo","associacao-e-direcao|cardinalidade|agregacao-composicao-e-ciclo-de-vida|consistencia-dos-dois-lados","920","1","5","0","2","approved","false","true","true","aprovado",""
"functional-semantics-lab","Optional, lambdas, Set e Streams por semântica","java-core","31","structured-typescript","platform/src/content/required-chapters.ts","javamoderno","optional|lambda-e-captura|set-e-igualdade|map-versus-flatmap","860","1","5","0","2","approved","false","true","true","aprovado",""
"process-api-cli","Process API: executando programas externos com segurança","io-cli-serialization","37","structured-typescript","platform/src/content/required-chapters.ts","json","processo-filho|stdout-stderr-e-exit-code|shell-e-argumentos|timeout-e-encerramento","2272","2","5","0","2","approved","false","true","true","aprovado",""
"zenith-cli-inicial","Projeto Zenith inicial: assistente CLI determinístico","io-cli-serialization","39","structured-typescript","platform/src/content/required-chapters.ts","mini-importador-pedidos","comandos-permitidos|camadas-do-zenith|evidencia-reproduzivel|limite-consciente","1207","1","5","1","2","approved","false","true","true","aprovado",""
"jdbc-under-the-hood","JDBC por baixo do CRUD","relational-data-jdbc","64","structured-typescript","platform/src/content/required-chapters.ts","jdbc|mini-financas-jdbc","driver-e-conexao|preparedstatement|resultset-e-ownership|transacao-e-erro","820","1","5","0","2","approved","false","true","true","aprovado",""
"http-wire-contract","HTTP no fio: request, response e semântica","http-api-clients","54","structured-typescript","platform/src/content/required-chapters.ts","http","request|response|metodos-e-idempotencia|cache-e-negociacao","887","1","5","0","2","approved","false","true","true","aprovado",""
"java-httpclient-json","Java HttpClient e JSON sem framework web","http-api-clients","55","structured-typescript","platform/src/content/required-chapters.ts","http-wire-contract|json|excecoes","cliente-reutilizavel|request-e-timeout|response-e-bodyhandler|json-de-fronteira","978","1","5","1","2","approved","false","true","true","aprovado",""
"unreliable-api-client","APIs externas falham: timeout, retry, limites e secrets","http-api-clients","56","structured-typescript","platform/src/content/required-chapters.ts","java-httpclient-json","timeout-deadline-e-cancelamento|retry-com-backoff-e-jitter|rate-limiting-e-paginacao|autenticacao-e-secrets","904","1","5","0","2","approved","false","true","true","aprovado",""
"pure-java-api-project","Projeto: integração entre APIs em Java puro","http-api-clients","57","structured-typescript","platform/src/content/required-chapters.ts","unreliable-api-client|testes","portas-e-adapters|composicao-de-resultados|testes-deterministicos","788","1","4","1","2","approved","false","true","true","aprovado",""
"rest-resource-contracts","REST: recursos, DTOs, validação e erros","spring-api","88","structured-typescript","platform/src/content/required-chapters.ts","pure-java-api-project|spring-mvc","modelagem-de-recurso|request-e-response-dto|erro-tecnico-e-de-dominio|concorrencia-e-idempotencia","797","1","5","0","2","approved","false","true","true","aprovado",""
"api-contract-evolution","OpenAPI, testes e evolução de contratos","api-security-quality","96","structured-typescript","platform/src/content/required-chapters.ts","rest-resource-contracts|paginacao-swagger","api-first|evolucao-compativel|camadas-de-teste|versionamento","801","1","5","0","2","approved","false","true","true","aprovado",""
"tcp-protocol-design","Sockets TCP e desenho de protocolo","concurrency-network-tui","110","structured-typescript","platform/src/content/required-chapters.ts","java-io|threads","socket-e-endpoint|framing|concorrencia-e-backpressure|timeout-e-shutdown","649","1","5","1","2","approved","false","true","true","aprovado",""
"lanterna-tui","Lanterna: uma TUI real em Java","concurrency-network-tui","111","structured-typescript","platform/src/content/required-chapters.ts","java-io|interfaces|threads","terminal|screen|gui2|event-loop-e-estado","682","1","5","1","2","approved","false","true","true","aprovado",""
"developer-tools-java","Ferramentas para desenvolvedores em Java","concurrency-network-tui","112","structured-typescript","platform/src/content/required-chapters.ts","java-io|build|logging","processbuilder|watchservice|jfr-e-jcmd","531","1","4","1","2","approved","false","true","true","aprovado",""
"coupled-services-lab","Do monólito aos serviços síncronos acoplados","synchronous-integration","124","structured-typescript","platform/src/content/required-chapters.ts","rest-resource-contracts|webclient|ddd-estrategico","monolito-modular|acoplamento-temporal|falha-parcial","513","1","4","1","2","approved","false","true","true","aprovado",""
"in-memory-event-bus","Event Bus em Java puro","messaging-eda","131","structured-typescript","platform/src/content/required-chapters.ts","coupled-services-lab|interfaces|generics","event-command-e-message|dispatch|sincronia-escondida","536","1","4","1","2","approved","false","true","true","aprovado",""
"messaging-model","Messaging: queue, pub/sub, broker e entrega","messaging-eda","132","structured-typescript","platform/src/content/required-chapters.ts","in-memory-event-bus","queue|publish-subscribe|broker-e-backpressure|delivery-semantics","590","1","5","0","2","approved","false","true","true","aprovado",""
"aws-sns-sqs","AWS SNS + SQS: fan-out durável","messaging-eda","133","structured-typescript","platform/src/content/required-chapters.ts","messaging-model|docker-conceitos","sns-topic|sqs-queue|fan-out-e-policy|standard-e-fifo","743","1","5","1","2","approved","false","true","true","aprovado",""
"delivery-failure-lab","Falhas em EDA: retry, DLQ, redrive e visibility timeout","messaging-eda","134","structured-typescript","platform/src/content/required-chapters.ts","aws-sns-sqs","idempotent-consumer|retry-e-backoff|dlq-e-redrive|visibility-timeout","656","1","5","0","2","approved","false","true","true","aprovado",""
"outbox-inbox","Transactional Outbox e Inbox","distributed-consistency","144","structured-typescript","platform/src/content/required-chapters.ts","consistencia-distribuida|delivery-failure-lab|jdbc-under-the-hood","outbox|relay-e-duplicacao|inbox|retencao-e-ordenacao","676","1","5","1","2","approved","false","true","true","aprovado",""
"saga-schema-ordering","Saga, evolução de eventos e ordering","distributed-consistency","145","structured-typescript","platform/src/content/required-chapters.ts","outbox-inbox|ddd-estrategico","saga-choreography|saga-orchestration|compensacao|schema-e-ordering","648","1","5","1","2","approved","false","true","true","aprovado",""
"eda-observability-security","Observabilidade e segurança em EDA","messaging-eda","135","structured-typescript","platform/src/content/required-chapters.ts","delivery-failure-lab|observabilidade-pratica","correlacao-e-causalidade|metricas|tracing-assincrono|seguranca","621","1","5","0","2","approved","false","true","true","aprovado",""
"async-integration-tests","Testcontainers e testes assíncronos determinísticos","messaging-eda","136","structured-typescript","platform/src/content/required-chapters.ts","testcontainers|aws-sns-sqs|delivery-failure-lab","testcontainers|kafka-container|localstack|awaitility","707","1","5","1","3","approved","false","true","true","aprovado",""
